Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
129,"Last Updated: Nov 01, 2016, 10:43 AM IST","Eye on earnings: Q2 topline growth in recovery mode, but still long way to go",ETMarkets.com,Stocks,"Data available with corporate database AceEquity showed the 191 firms have reported high single-digit growth in profit, but mid single-digit growth in sales."
130,"Last Updated: Nov 01, 2016, 11:10 AM IST",Tihar jail beefs up security to avoid Bhopal rerun,TNN,Politics,"Tihar officially claimed that it had taken all precautions, but sources in the jail said much more needed to be done."
131,"Last Updated: Nov 01, 2016, 12:49 PM IST",Your morning cuppa set to turn costlier this winter,ET Bureau,Commodities,"“We will be increasing prices by 11-12% by the middle of November,” said Ramesh Agarwal, managing director at Noida, Uttar Pradesh-based Mohani Tea."
132,"Last Updated: Nov 01, 2016, 10:49 AM IST","Bullish on auto ancillaries, especially battery cos: Mayuresh Joshi, Angel Broking",,Expert Views,"“It is going to be a operational functioning from Reliance over the next couple of years. If the fine and penalty does come through, it will be a sentimental dampener for a short time”"
133,"Last Updated: Nov 01, 2016, 11:01 AM IST","Mutual Fund queries answered by Suresh Sadagopan, Founder, Ladder 7 Financial Advisors",ET Online,Learn,Suresh Sadagopan explains the difference between Daily Dividend reinvestment and Growth options. He further tells if you can invest in mutual funds using your credit card.
134,"Last Updated: Nov 01, 2016, 11:01 AM IST","Mutual Fund queries answered by Suresh Sadagopan, Founder, Ladder 7 Financial Advisors",ET Online,Invest,"Suresh Sadagopan, Founder, Ladder 7 Financial Advisors tells whether credit cards can be used for mutual fund investments. He further answers some more mutual fund related queries."
135,"Last Updated: Nov 01, 2016, 10:59 AM IST",No country for pedestrians: K’taka govt may shelve Hebbal skywalk for flyover,TNN,Politics,Preliminary work began in March 2015 and the Rs 2.2-crore skywalk was to be ready long ago.
136,"Last Updated: Nov 01, 2016, 11:08 AM IST",N S Rajan resigns as non-executive director of Indian Hotels,PTI,Services,"Last week, NS Rajan had stepped down as the chief of human resources (CHRO) of Tata Group."
137,"Last Updated: Nov 01, 2016, 12:12 PM IST",Wanna bet on consumption? Multiplex scrips might work better for you than popcorn stocks,ETMarkets.com,Stocks,Marketmen say a number of levers such as Pay Commission and OROP awards and pickup in rural growth on good monsoon favour the consumption theme.
138,"Last Updated: Nov 02, 2016, 10:50 AM IST",Pakistan contemplating pulling out 4 embassy officials: Report,ET Bureau,Politics,"In a tit-for-tat action, Pakistan had also declared an Indian High Commission official as persona non-grata after New Delhi's action against Akhtar."
139,"Last Updated: Nov 01, 2016, 11:05 AM IST",NBA-Highlights of Monday's National Basketball Association games,,Sports,NBA-HIGHLIGHTS/:NBA-Highlights of Monday's National Basketball Association games
140,"Last Updated: Nov 01, 2016, 11:14 AM IST","10 things investors fear in markets, and why they shouldn't worry about them",,Stocks,"What do investors fear, and more properly, what should they fear? Let’s look at some of the more common fears that now haunt traders. Here is the top 10 list:"
141,"Last Updated: Nov 01, 2016, 11:10 AM IST",UPDATE 2-Horse racing-Almandin wins Melbourne Cup thriller,,Sports,HORSE RACING-MELBOURNE/ (UPDATE 2):UPDATE 2-Horse racing-Almandin wins Melbourne Cup thriller
142,"Last Updated: Nov 01, 2016, 11:16 AM IST",Maruti Suzuki sales up 2 per cent in October,ET Bureau,Auto,"""The more accurate reflection of demand is that for the festive season (august to october), MSIL sales have grown by about 14% compared to last year"", said Kalsi."
143,"Last Updated: Nov 01, 2016, 11:15 AM IST",Manufacturing growth revives in October with 22 month high PMI,ET Bureau,Economy,"The survey showed that consumer goods producers outperformed their intermediate and investment goods counterparts, registering stronger rates of expansion for both output and new orders."
144,"Last Updated: Nov 01, 2016, 11:25 AM IST","Capacity addition - the main growth driver: Kulmani Biswal, CFO, NTPC",ET Bureau,Interviews,"In an interview with ET Now, Kulmani Biswal, CFO, NTPC, talks about NTPC's growth in the second quarter."
145,"Last Updated: Nov 01, 2016, 11:25 AM IST",Open letter to CJI to resolve standoff between mediapersons- lawyers,PTI,Politics,"Welcoming him on the occasion of the state's 60th formation day today, the letter said the actions of a section of legal fraternity have seriously affected relations."
146,"Last Updated: Nov 04, 2016, 07:21 PM IST","I expect the pound and the euro to be weak relative to a dollar: Russell Napier, Strategist & Co-Founder, ERIC",,Expert Views,"Two years ago, there were dollar bulls everywhere, that's kind of faded away now and people do not pay attention to it, said Napier."
147,"Last Updated: Nov 01, 2016, 11:28 AM IST",Rupee rises 12 paise to 66.67 against US dollar,PTI,Forex,"According to dealers, infrastructure sector recording a growth rate of 5 per cent in September, the highest in three months, made the rupee stronger."
148,"Last Updated: Nov 01, 2016, 11:32 AM IST",UPL can be a big growth stock for one year: Deven Choksey,,Expert Views,"“The seed portfolio of Advanta which has also now started coming in and the tax advantage coming due to the merger, make UPL a strong candidate for a growth upside.”"
149,"Last Updated: Nov 01, 2016, 11:30 AM IST",State seeks builders' suggestions on RERA,ET Bureau,Services,The Union government on Monday has notified the final rules to implement the RERA that aims to bring transparency and set accountability in the sector.
150,"Last Updated: Nov 01, 2016, 11:55 AM IST",Has Prince Harry found love in 'Suits' actress Meghan Markle?,PTI,Panache,"Although report says the couple is taking the relationship slowly, Harry is said to be 'besotted' by the brunette beauty."
151,"Last Updated: Nov 01, 2016, 11:45 AM IST",Soccer-Giroud ready to bide his time in bid to seize opportunity,,Sports,SOCCER-ENGLAND-ARS/GIROUD:Soccer-Giroud ready to bide his time in bid to seize opportunity
152,"Last Updated: Nov 01, 2016, 11:46 AM IST","770 hospitals, nursing homes in Bengaluru warned for lack of fire safety measures",ET Bureau,Politics,"After the fire tragedy at SUM Hospital in Bhubaneswar, the Fire and Emergency Services Department started checking fire safety arrangements in hospitals in the city"
153,"Last Updated: Nov 01, 2016, 11:48 AM IST","Silver futures surge Rs 153, gold up Rs 80",PTI,Commodities,"The white metal for delivery in March was trading higher by Rs 138 or 0.32 per cent to Rs 43,225 per kg in 43 lots."
154,"Last Updated: Nov 01, 2016, 03:36 PM IST",A look at 11 real estate hotspots across India,ET Bureau,Real Estate,"ET identifies 11 real estate hotspots across the country that are reaping the benefits of improved connectivity, infrastructure, etc."
155,"Last Updated: Nov 01, 2016, 11:50 AM IST","Soccer-Barcelona will punish City errors, warns Enrique",,Sports,"SOCCER-CHAMPIONS-MCI-FCB/ENRIQUE:Soccer-Barcelona will punish City errors, warns Enrique"
156,"Last Updated: Nov 01, 2016, 03:01 PM IST","After Supreme Court rap, government appoints 10 judges",TNN,Politics,The government argued that the court had itself sought an MoP after striking down the National Judicial Appointments Commission.
157,"Last Updated: Nov 01, 2016, 12:02 PM IST",Hillary Clinton leading Donald Trump by 3.1 percentage points: Polls average,PTI,International,"According to RealClearPolitics, which keeps track of all major polls, Donald Trump is trailing Clinton by 3.1 percentage in average of polls."
158,"Last Updated: Nov 01, 2016, 12:04 PM IST","Before you e-mail your CV to run India’s Tata Group, read this",,Company,The five-man panel assigned the task of finding a successor for ejected ex-chairman Cyrus Mistry may have the toughest job of all.
159,"Last Updated: Nov 01, 2016, 12:05 PM IST",Royal Enfield sales rise 33% in October,PTI,Auto,"Sales in the domestic market stood at 58,369 units as against 44,138 units in the same month last year, up 32.24 per cent."
160,"Last Updated: Nov 01, 2016, 01:30 PM IST","FPI exposure to domestic equities swells by $35 billion in 2016! Banking, metal stocks top picks",ETMarkets.com,Stocks,"The institutional category, on the other hand, was seen going light on export-oriented themes such as IT and pharma in the period mentioned."
161,"Last Updated: Nov 01, 2016, 01:28 PM IST",Laru fish shop from 'MS Dhoni' film is now popular,TNN,Panache,The owners had earlier earned a 'return gift' from the production unit of the movie for allowing them to shoot at his shop.
162,"Last Updated: Jul 12, 2018, 09:04 PM IST",Terror threat from within Pakistan to 'outside' remains: Pentagon,PTI,Defence,The United States continues to have regular communication with Pakistani counterparts on the safety and security of nuclear weapons. The US is watching the situation and the region closely.
163,"Last Updated: Nov 01, 2016, 12:08 PM IST","Top ten intraday trading ideas for afternoon trade for Tuesday, 01 November 2016",ETMarkets.com,Stocks,ETMarkets.com collated list of trading ideas from various experts and here's what they had recommended.
164,"Last Updated: Nov 01, 2016, 12:21 PM IST","Operating profit has improved: Vinati Saraf Mutreja, ED, Vinati Organics",,Interviews,"If you compare the revenues for this year, H1 this year versus H1 last year, it is almost flat, said Vinati."
165,"Last Updated: Nov 02, 2016, 07:17 AM IST","Interconnect matter with Reliance Jio a non-issue, says Airtel's Gopal Vittal",ET Bureau,Economy,"Trai has recommended levying a steep Rs 1,050 crore penalty on Airtel, for not providing adequate points of interconnect, required to complete calls made from one network to the other."
166,"Last Updated: Nov 01, 2016, 12:30 PM IST","Agri-commodities: Refined soya oil futures rise 0.07%, cardamom slide 0.91%",PTI,Commodities,"At the National Commodity and Derivatives Exchange, refined soya oil for November traded higher by 50 paise, or 0.07 per cent to Rs 668.40 per 10 kg with an open interest of 43,630 lots."
167,"Last Updated: Nov 01, 2016, 12:31 PM IST",Base metals: Positive global cues lift nickel futures 0.96%,PTI,Commodities,"In futures trading at the Multi Commodity Exchange, nickel for delivery in November spurted Rs 6.70, or 0.96 per cent, to Rs 703 per kg, in a business turnover of 898 lots."
168,"Last Updated: Nov 01, 2016, 12:35 PM IST",Soccer-Mata says had nothing to fear from Mourinho's arrival at United,,Sports,SOCCER-ENGLAND-MUN/MATA:Soccer-Mata says had nothing to fear from Mourinho's arrival at United
169,"Last Updated: Nov 01, 2016, 04:49 PM IST","For making money, look for opportunities outside the index: Harsha Upadhyaya, Kotak AMC",,Expert Views,"If US presidential election presents too much volatility, that could be an opportunity for long-term investors to go on buying stocks at dips."
170,"Last Updated: Nov 01, 2016, 12:45 PM IST","Gym on mind? Discuss your goals with trainers, be careful about safety & cleanliness",ET Bureau,Panache,The most important point to remember is that any gym is only as good as its trainers are.
171,"Last Updated: Nov 01, 2016, 12:55 PM IST",Subsidised LPG rate hiked by Rs 2 a cylinder; jet fuel by 7.3 per cent,PTI,Energy,A litre of kerosene now costs Rs 17.17 in Mumbai. Delhi has been declared a kerosene free state and no subsidised PDS kerosene is sold in the national capital.
172,"Last Updated: Nov 01, 2016, 12:53 PM IST","Tata Docomo Business Services, Do Big Stories: Powering Innovations",,"Tata Docomo Business Services, Do Big Stories: Powering Innovations",Watch how technology is transforming businesses.
173,"Last Updated: Nov 01, 2016, 12:59 PM IST",Madhya Pradesh: Families of killed SIMI men to move HC seeking CBI probe,PTI,Politics,"""Can someone open the keys of high security Bhopal Central Jail that has earned an ISO certificate with keys made of tooth brushes,"" he wondered."
174,"Last Updated: Nov 01, 2016, 01:06 PM IST",Goldman warns oil may tumble back to $40 if OPEC deal fails,,Commodities,The lack of progress on implementing quotas and the growing discord between OPEC producers suggests a declining probability of reaching a deal on November 30.
175,"Last Updated: Nov 01, 2016, 12:59 PM IST",Two physicists among 2017 L'Oreal-Unesco for Women in Science awardees,,Science,"Kolkata, Nov 1 (IANS) Two physicists, including one from Asia Pacific, are among five laureates of the 2017 L'Oreal-Unesco for Women in Science Awards, a statement said on Tuesday."
176,"Last Updated: Nov 01, 2016, 01:04 PM IST",Delhi pollution: Deputy CM Manish Sisodia calls high-level meeting,,Politics,The meeting will be held at the Delhi Secretariat where all ministers and officials concerned will discuss a plan to bring down rising air pollution.
177,"Last Updated: Nov 01, 2016, 01:03 PM IST","Buy Schneider Electric Infrastructure, target Rs 175 : Sarvendra Srivastava",ETMarkets.com,Stocks,Buy Schneider Electric Infrastructure Ltd. at a price target of Rs 175 and a stop loss at Rs 156 from entry point
178,"Last Updated: Nov 01, 2016, 01:05 PM IST",No viable roadmap on Kashmir without Kashmiri Pandits: Jitendra Singh,PTI,Politics,"Singh said after the outbreak of militancy, Kashmiri Pandits teaching fraternity were forced to migrate which led to closure of schools and quality of education fell."
179,"Last Updated: Nov 01, 2016, 01:05 PM IST",Buy Coal India Ltd. target Rs 344 : Sarvendra Srivastava,ETMarkets.com,Stocks,Buy Coal India Ltd. at a price target of Rs 344 and a stop loss at Rs 315.4 from entry point
180,"Last Updated: Nov 01, 2016, 01:15 PM IST",Sell Hindustan Petroleum Corporation with a target of Rs 446: Sarvendra Srivastava,ETMarkets.com,Stocks,Sell Hindustan Petroleum Corporation Ltd. with a target of Rs 446 and a stop loss of Rs 473.6
